"TLID","lat","lon","N","P","K","TY","Treatment","var","SoilType"
"TMS_F153",11.99441,8.30174,120,22,42,4794.9698022669,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F155",11.24825,8.37213,120,22,42,2582.68545951388,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F155",11.24825,8.37213,120,22,42,2142.86576168929,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F156",11.29094,8.3742,120,22,42,2271.97782446312,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F156",11.29094,8.3742,120,22,42,647.365728900256,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F157",11.24925,8.37048,120,22,42,1890.82595512432,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F157",11.24925,8.37048,120,22,42,4287.11982570806,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F158",11.28334,8.36618,120,22,42,2411.08071135431,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F158",11.28334,8.36618,120,22,42,4914.27261418163,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F159",11.27799,8.37718,120,22,42,2327.74225042714,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F159",11.27799,8.37718,120,22,42,4000.74363095385,"N120,P22,K42","Opv","Sandy Loam"
"Pamp2010011",11.282028,8.122915,100,30,60,1173,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010021",11.310585,8.117788,100,30,60,1348,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010022",11.308888,8.125572,100,30,60,954,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010031",11.335965,8.129422,100,30,60,929,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010032",11.333195,8.124478,100,30,60,71,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010033",11.332592,8.127967,100,30,60,1084,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010041",11.344723,8.119588,100,30,60,467,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010042",11.348234,8.124414,100,30,60,1743,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010051",11.292145,8.146835,100,30,60,346,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010052",11.288975,8.153355,100,30,60,432,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010061",11.30861,8.145503,100,30,60,333,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010062",11.310172,8.151043,100,30,60,1211,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010071",11.332519,8.155348,100,30,60,290,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010072",11.334613,8.150783,100,30,60,757,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010081",11.357768,8.152207,100,30,60,122,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010082",11.360335,8.148188,100,30,60,817,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010101",11.308785,8.175718,100,30,60,1153,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010102",11.308953,8.167585,100,30,60,226,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010111",11.332792,8.171157,100,30,60,383,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010112",11.336667,8.171707,100,30,60,361,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010121",11.356307,8.167343,100,30,60,743,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010122",11.354145,8.169087,100,30,60,35,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010123",11.352932,8.166752,100,30,60,1252,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010131",11.284695,8.192318,100,30,60,443,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010132",11.290448,8.189918,100,30,60,194,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010151",11.327023,8.1854,100,30,60,274,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010152",11.325305,8.188542,100,30,60,611,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010161",11.353283,8.192848,100,30,60,411,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010162",11.344635,8.19201,100,30,60,1940,"N100,P30,K60","Hybrid","Sandy Loam"
"Cowpea",7.633,11.183,120,40,80,128.643578643579,"N120,P40,K80","Hybrid","Sandy Clay Loam"
"Lablab",7.633,11.183,120,40,80,162.459701254094,"N120,P40,K80","Hybrid","Sandy Clay Loam"
"Maize",7.633,11.183,120,40,80,100.739436619718,"N120,P40,K80","Hybrid","Sandy Clay Loam"
"Pascuorum",7.633,11.183,120,40,80,1289.61755440713,"N120,P40,K80","Hybrid","Sandy Clay Loam"
"TMS_F1",11.54272,7.36464,120,22,42,3199.47967479675,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F1",11.54272,7.36464,120,22,42,3536.71072379569,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F2",11.62754,7.4677,120,22,42,1179.6220629895,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F2",11.62754,7.4677,120,22,42,1496.2614379085,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F3",11.53085,7.36067,120,22,42,1574.3081232493,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F3",11.53085,7.36067,120,22,42,2825.16676773802,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F3",11.52981,7.36272,120,22,42,1895.8743006536,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F3",11.52981,7.36272,120,22,42,4814.67142929523,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F4",11.75949,7.37933,120,22,42,80.884531590414,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F4",11.75949,7.37933,120,22,42,217.710550887021,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F5",11.62602,7.46558,120,22,42,939.289805269187,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F5",11.62602,7.46558,120,22,42,2344.95581923757,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F6",11.75527,7.37697,120,22,42,2942.85354635681,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F6",11.75527,7.37697,120,22,42,4531.91628111919,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F7",11.53308,7.36767,120,22,42,3050.27171635778,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F7",11.53308,7.36767,120,22,42,8677.51946048092,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F8",11.61091,7.45851,120,22,42,971.288515406162,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F8",11.61091,7.45851,120,22,42,3452.30997184768,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F9",11.6201,7.45143,120,22,42,3675.65803921569,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F9",11.6201,7.45143,120,22,42,2873.26854219949,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F10",11.57696,7.45516,120,22,42,4749.07156553473,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F10",11.57696,7.45516,120,22,42,5123.45767575323,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F10",11.57618,7.45716,120,22,42,3734.6835443038,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F10",11.57618,7.45716,120,22,42,3225.8080495356,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F11",11.55759,7.41263,120,22,42,1735.69684952633,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F11",11.55759,7.41263,120,22,42,1790.54567563459,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F12",11.73731,7.341,120,22,42,1964.29065743945,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F12",11.73731,7.341,120,22,42,3393.07757885763,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F13",11.57925,7.40556,120,22,42,5322.49374710514,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F13",11.57925,7.40556,120,22,42,6476.2721376839,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F14",11.7667,7.37876,120,22,42,356.752018454441,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F14",11.7667,7.37876,120,22,42,156.291316526611,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F15",11.63083,7.46457,120,22,42,1002.77553943952,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F15",11.63083,7.46457,120,22,42,2913.80892782645,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F16",11.68081,8.54914,120,22,42,2000,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F16",11.68081,8.54914,120,22,42,1182.13710290318,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F17",11.67769,8.52814,120,22,42,1873.52535496957,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F17",11.67769,8.52814,120,22,42,1902.32225063939,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F18",11.68229,8.5458,120,22,42,313.647058823529,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F18",11.68229,8.5458,120,22,42,270.588235294118,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F19",11.68309,8.52455,120,22,42,1049.5412167804,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F19",11.68309,8.52455,120,22,42,695.366891674703,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F20",11.68786,8.53474,120,22,42,1499.21962975134,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F20",11.68786,8.53474,120,22,42,874.628639334522,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F22",11.73501,8.53887,120,22,42,5117.6912206324,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F22",11.73501,8.53887,120,22,42,1873.79053084649,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F23",11.68655,8.53336,120,22,42,143.9890640352,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F23",11.68655,8.53336,120,22,42,616.296296296297,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F24",11.67278,8.5426,120,22,42,299.102691924227,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F24",11.67278,8.5426,120,22,42,294.706935538828,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F25",11.75608,8.5414,120,22,42,1038.41711229947,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F25",11.75608,8.5414,120,22,42,3947.77945366181,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F26",11.67712,8.52781,120,22,42,1244.34577551951,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F26",11.67712,8.52781,120,22,42,934.941028486866,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F27",11.67099,8.52986,120,22,42,3012.15053813893,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F27",11.67099,8.52986,120,22,42,1248.15407693132,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F28",11.68468,8.53477,120,22,42,6389.64801143129,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F29",11.43786,7.25665,120,22,42,761.142857142857,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F29",11.43786,7.25665,120,22,42,804.839382561535,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F30",11.43515,7.25239,120,22,42,1877.87570621469,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F30",11.43515,7.25239,120,22,42,2067.261989133,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F30",11.435628,7.252622,120,22,42,3419.01946419593,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F30",11.435628,7.252622,120,22,42,2068.04597701149,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F35",11.44089,7.26125,120,22,42,5252.61284651792,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F35",11.44089,7.26125,120,22,42,3056.42445213379,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F37",11.43465,7.25192,120,22,42,1417.75163398693,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F37",11.43465,7.25192,120,22,42,1793.69696969697,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F39",10.79184,8.58405,120,22,42,984.540675844806,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F39",10.79184,8.58405,120,22,42,2060.71764705882,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F39",10.79174,8.58402,120,22,42,851.142907613496,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F39",10.79174,8.58402,120,22,42,1871.8861976163,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F40",10.77884,8.60706,120,22,42,1513.62520729685,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F40",10.77884,8.60706,120,22,42,1328.26890756303,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F40",10.77896,8.60721,120,22,42,1052.53396297437,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F40",10.77896,8.60721,120,22,42,3823.0853529219,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F41",10.68866,8.62682,120,22,42,4113.10215514777,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F41",10.68866,8.62682,120,22,42,4562.70478600042,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F42",10.77831,8.60252,120,22,42,6600.22581340228,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F42",10.77831,8.60252,120,22,42,3813.58985531534,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F43",10.68406,8.62938,120,22,42,76.6274509803922,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F43",10.68406,8.62938,120,22,42,350.980392156863,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F44",10.75062,8.58097,120,22,42,3887.05882352941,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F44",10.75062,8.58097,120,22,42,3838.33119540651,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F45",10.7503,8.58041,120,22,42,2816.52956220851,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F45",10.7503,8.58041,120,22,42,3859.96677342916,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F46",10.6759,8.63299,120,22,42,5235.42199882262,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F46",10.6759,8.63299,120,22,42,4218.65145134266,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F46",10.67283,8.62854,120,22,42,3034.26523297491,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F46",10.67283,8.62854,120,22,42,3305.26203208556,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F47",10.77826,8.58441,120,22,42,2878.89230769231,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F47",10.77826,8.58441,120,22,42,2474.3260408129,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F47",10.77832,8.58362,120,22,42,2247.34841628959,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F47",10.77832,8.58362,120,22,42,2120.06054351565,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F48",10.74032,8.58389,120,22,42,3246.97426470588,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F48",10.74032,8.58389,120,22,42,2628.53831010316,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F49",10.68781,8.62577,120,22,42,1349.15142527599,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F49",10.68781,8.62577,120,22,42,652.189191088622,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F50",10.72944,8.57747,120,22,42,1882.84921453962,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F50",10.72944,8.57747,120,22,42,2344.3137254902,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F51",10.73025,8.57735,120,22,42,2492.36755743085,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F51",10.73025,8.57735,120,22,42,4374.96398329005,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F52",11.63346,7.18204,120,22,42,198.692810457516,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F52",11.63346,7.18204,120,22,42,2264.22521008403,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F53",11.65778,7.15811,120,22,42,3346.52173913044,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F54",11.6392,7.15978,120,22,42,232.941176470588,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F55",11.57416,7.09071,120,22,42,83.0130718954248,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F56",11.64533,7.14161,120,22,42,1397.49019607843,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F56",11.64533,7.14161,120,22,42,3060.12150433944,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F57",11.62195,7.11551,120,22,42,286.922603485839,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F57",11.62195,7.11551,120,22,42,582.594268476622,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F58",11.62875,7.13451,120,22,42,1987.76470588235,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F58",11.62875,7.13451,120,22,42,2579.9891598916,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F59",11.63299,7.17642,120,22,42,1837.9890478714,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F59",11.63299,7.17642,120,22,42,2228.86112795634,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F60",11.37662,7.33746,100,30,60,3999.45659557125,"N100,P30,K60","Hybrid","Sandy Loam"
"TMS_F60",11.37662,7.33746,120,22,42,406.344622697564,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F61",11.38078,7.33749,120,22,42,1216.92466460268,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F61",11.38078,7.33749,120,22,42,606.253312135665,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F62",11.4732,7.31351,120,22,42,3101.16645807259,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F62",11.4732,7.31351,120,22,42,3447.14596949891,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F63",11.5069,7.35738,120,22,42,4384.84033613446,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F63",11.5069,7.35738,120,22,42,3385.84809556006,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F64",11.47186,7.32028,120,22,42,632.876937441643,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F64",11.47186,7.32028,120,22,42,547.790849673203,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F65",11.50024,7.3361,120,22,42,1607.41450068399,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F65",11.50024,7.3361,120,22,42,2808.54452175135,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F66",11.5002,7.33571,120,22,42,646.003179650239,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F66",11.5002,7.33571,120,22,42,2196.40579710145,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F67",11.5079,7.34541,120,22,42,1475.6981580511,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F67",11.5079,7.34541,120,22,42,1887.04751131222,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F68",11.47598,7.28875,120,22,42,29.7498309668695,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F68",11.47598,7.28875,120,22,42,2913.93317451591,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F69",11.54052,7.28199,120,22,42,1048.25234441603,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F69",11.54052,7.28199,120,22,42,841.830065359477,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F70",11.53497,7.28632,120,22,42,2622.97774840273,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F70",11.53497,7.28632,120,22,42,2048.48153214774,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F71",11.38209,7.33895,120,22,42,6255.96612353862,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F71",11.38209,7.33895,120,22,42,3865.72849235388,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F72",11.48173,7.32072,120,22,42,4533.4322775264,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F72",11.48173,7.32072,120,22,42,1726.14379084967,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F73",11.55008,7.27764,120,22,42,5200.42085126734,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F73",11.55008,7.27764,120,22,42,5588.426046962,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F74",11.38229,7.34009,120,22,42,3269.20089837737,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F74",11.38229,7.34009,120,22,42,2359.25240508188,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F75",11.48156,7.30753,120,22,42,512.418300653595,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F75",11.48156,7.30753,120,22,42,2199.6814479638,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F76",11.54201,7.27891,120,22,42,2235.05791505792,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F76",11.54201,7.27891,120,22,42,2529.16947436252,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F77",11.24248,7.29168,120,22,42,4352.2406244051,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F77",11.24248,7.29168,120,22,42,4393.93822888633,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F78",11.29636,7.40918,120,22,42,1961.97583679937,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F78",11.29636,7.40918,120,22,42,2950.91503267974,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F79",11.24194,7.29623,120,22,42,2798.25210084034,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F79",11.24194,7.29623,120,22,42,4753.19786096257,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F80",11.28899,7.41883,120,22,42,1482.76057023306,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F80",11.28899,7.41883,120,22,42,1344.8256122962,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F81",11.24581,7.27914,120,22,42,1900.14466230937,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F81",11.24581,7.27914,120,22,42,1638.76252723312,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F82",11.33448,7.38633,120,22,42,4775.88480392157,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F82",11.33448,7.38633,120,22,42,4109.40823176117,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F83",11.25114,7.26777,120,22,42,2949.10449028096,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F83",11.25114,7.26777,120,22,42,4958.01512238882,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F84",11.13942,8.23532,120,22,42,1021.86112013866,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F85",11.14053,8.23195,120,22,42,3592.54877798316,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F85",11.14053,8.23195,120,22,42,2941.21409375933,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F86",11.14099,8.23207,120,22,42,1924.55847587262,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F86",11.14099,8.23207,120,22,42,1734.92746692173,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F87",11.14018,8.23509,120,22,42,3952.82868525896,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F87",11.14018,8.23509,120,22,42,4593.98419053485,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F88",11.19444,8.14108,120,22,42,2833.28703489934,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F88",11.19444,8.14108,120,22,42,3829.2364152035,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F89",11.14138,8.23223,120,22,42,1446.45653483236,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F89",11.14138,8.23223,120,22,42,1743.17493545461,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F90",11.13432,8.23279,120,22,42,2242.52671023965,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F90",11.13432,8.23279,120,22,42,3754.16792357969,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F91",11.14065,8.23433,120,22,42,1916.1243063263,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F91",11.14065,8.23433,120,22,42,2868.39215686275,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F92",11.14067,8.23935,120,22,42,3302.16283234605,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F92",11.14067,8.23935,120,22,42,4537.85624457552,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F93",11.12777,8.23931,120,22,42,1959.64102564103,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F93",11.12777,8.23931,120,22,42,1702.82450674974,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F94",11.12786,8.23937,120,22,42,2348.94117647059,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F94",11.12786,8.23937,120,22,42,3013.24360526103,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F95",11.13414,8.23159,120,22,42,1160.97169243124,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F95",11.13414,8.23159,120,22,42,1803.02521008403,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F96",11.13327,8.23771,120,22,42,3068.44607843137,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F96",11.13327,8.23771,120,22,42,3813.08363345338,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F97",11.12484,8.23495,120,22,42,1184.62745098039,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F97",11.12484,8.23495,120,22,42,1926.89173060529,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F97",11.12285,8.23421,120,22,42,3305.57763061074,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F97",11.12285,8.23421,120,22,42,3042.40967876512,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F98",11.12727,8.23678,120,22,42,1259.29411764706,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F99",11.12727,8.23678,120,22,42,1715.76654053434,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F100",11.12717,8.23679,120,22,42,7317.92717086835,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F100",11.12717,8.23679,120,22,42,6513.57052635148,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F101",10.59355,8.18953,120,22,42,2443.97966594045,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F101",10.59355,8.18953,120,22,42,2865.72236854941,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F102",10.56473,8.18058,120,22,42,294.901960784314,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F102",10.56473,8.18058,120,22,42,2163.17485898469,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F103",10.56343,8.18741,120,22,42,195.97385620915,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F103",10.56343,8.18741,120,22,42,394.835978835979,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F104",10.54874,8.13038,120,22,42,993.665158371041,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F104",10.54874,8.13038,120,22,42,773.248542660308,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F105",10.57152,8.17729,120,22,42,1265.0443190975,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F105",10.57152,8.17729,120,22,42,2430.51943584451,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F107",10.52754,8.50865,120,22,42,1097.89978213508,"N120,P22,K42","Hybrid","Sandy Clay Loam"
