"TLID","lat","lon","N","P","K","TY","Treatment","var","SoilType"
"TMS_F30",11.435628,7.252622,120,22,42,1088,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F35",11.44089,7.26125,120,22,42,6378.72066859531,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F35",11.44089,7.26125,120,22,42,4866.70742022299,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F37",11.43465,7.25192,120,22,42,3456.10035842294,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F37",11.43465,7.25192,120,22,42,2921.88235294118,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F39",10.79184,8.58405,120,22,42,1251.60932297447,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F39",10.79174,8.58402,120,22,42,1021.65853658537,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F39",10.79174,8.58402,120,22,42,403.582572518202,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F40",10.77884,8.60706,120,22,42,2532.92053663571,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F40",10.77884,8.60706,120,22,42,2459.65048543689,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F40",10.77896,8.60721,120,22,42,3464.65820838139,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F40",10.77896,8.60721,120,22,42,4963.38600164985,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F41",10.68866,8.62682,120,22,42,1221.29847494553,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F41",10.68866,8.62682,120,22,42,1336.13333333333,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F42",10.77831,8.60252,120,22,42,5804.22178107477,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F42",10.77831,8.60252,120,22,42,8316.8726953468,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F43",10.68406,8.62938,120,22,42,169.749019607843,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F43",10.68406,8.62938,120,22,42,331.058823529412,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F44",10.75062,8.58097,120,22,42,3903.19444444444,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F44",10.75062,8.58097,120,22,42,2941.81240063593,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F45",10.7503,8.58041,120,22,42,1531.62666666667,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F45",10.7503,8.58041,120,22,42,5322.66666666667,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F46",10.6759,8.63299,120,22,42,2560.75414781297,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F46",10.6759,8.63299,120,22,42,4023.07418821743,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F46",10.67283,8.62854,120,22,42,4525.59477124183,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F46",10.67283,8.62854,120,22,42,2650.76610644258,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F47",10.77826,8.58441,120,22,42,4591.65502216212,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F47",10.77826,8.58441,120,22,42,4017.01115241636,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F47",10.77832,8.58362,120,22,42,807.19108035371,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F47",10.77832,8.58362,120,22,42,2323.89019607843,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F48",10.74032,8.58389,120,22,42,3174.55737704918,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F48",10.74032,8.58389,120,22,42,2928.03022126282,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F49",10.68781,8.62577,120,22,42,707.442827442828,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F49",10.68781,8.62577,120,22,42,45.7516339869281,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F50",10.72944,8.57747,120,22,42,980.81045751634,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F50",10.72944,8.57747,120,22,42,1201.42919389978,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F51",10.73025,8.57735,120,22,42,3308.75816993464,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F51",10.73025,8.57735,120,22,42,2045.048894238,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F52",11.63346,7.18204,120,22,42,2.58300653594771,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F52",11.63346,7.18204,120,22,42,105.57559912854,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F53",11.65778,7.15811,120,22,42,4443.15521628499,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F54",11.6392,7.15978,120,22,42,366.9625,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F54",11.6392,7.15978,120,22,42,2311.11111111111,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F55",11.57416,7.09071,120,22,42,591.861754802931,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F55",11.57416,7.09071,120,22,42,207.921568627451,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F56",11.64533,7.14161,120,22,42,2081.39682539683,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F56",11.64533,7.14161,120,22,42,2065.92474827769,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F57",11.62195,7.11551,120,22,42,258.039215686275,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F57",11.62195,7.11551,120,22,42,520.161764705882,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F58",11.62875,7.13451,120,22,42,4079.47712418301,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F58",11.62875,7.13451,120,22,42,1725.52275249723,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F59",11.63299,7.17642,120,22,42,1637.7848436672,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F59",11.63299,7.17642,120,22,42,1973.33333333333,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F60",11.37662,7.33746,100,30,60,2990.17226323728,"N100,P30,K60","Hybrid","Sandy Loam"
"TMS_F60",11.37662,7.33746,120,22,42,4151.65835395647,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F61",11.38078,7.33749,120,22,42,2816.1667829187,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F61",11.38078,7.33749,120,22,42,1526.00126502214,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F62",11.4732,7.31351,120,22,42,3118.56819986562,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F62",11.4732,7.31351,120,22,42,5565.81009726725,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F63",11.5069,7.35738,120,22,42,2306.98039215686,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F63",11.5069,7.35738,120,22,42,2962.20762244292,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F64",11.47186,7.32028,120,22,42,773.53076402975,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F64",11.47186,7.32028,120,22,42,42.1450980392157,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F65",11.50024,7.3361,120,22,42,6163.23529411765,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F65",11.50024,7.3361,120,22,42,5888.12194547489,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F66",11.5002,7.33571,120,22,42,4368.87313961729,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F66",11.5002,7.33571,120,22,42,3536.15352523988,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F67",11.5079,7.34541,120,22,42,703.237076648841,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F67",11.5079,7.34541,120,22,42,3780.78140885984,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F68",11.47598,7.28875,120,22,42,2008.34276409526,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F68",11.47598,7.28875,120,22,42,1715.96078431373,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F69",11.54052,7.28199,120,22,42,1565.01960784314,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F69",11.54052,7.28199,120,22,42,2068.28758169935,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F70",11.53497,7.28632,120,22,42,4457.51633986928,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F70",11.53497,7.28632,120,22,42,2843.08496732026,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F71",11.38209,7.33895,120,22,42,6344.45528455285,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F71",11.38209,7.33895,120,22,42,5766.53454715219,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F72",11.48173,7.32072,120,22,42,3950.7935597003,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F72",11.48173,7.32072,120,22,42,3568.88186098812,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F73",11.55008,7.27764,120,22,42,4564.83333333333,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F73",11.55008,7.27764,120,22,42,6999.12568306011,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F74",11.38229,7.34009,120,22,42,4295.00363108206,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F74",11.38229,7.34009,120,22,42,2375.96744358121,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F75",11.48156,7.30753,120,22,42,5736.8926916221,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F75",11.48156,7.30753,120,22,42,2224.62643568754,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F76",11.54201,7.27891,120,22,42,2341.86700767263,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F76",11.54201,7.27891,120,22,42,682.576870461959,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F77",11.24248,7.29168,120,22,42,4247.89915966387,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F77",11.24248,7.29168,120,22,42,3801.38140417457,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F78",11.29636,7.40918,120,22,42,1617.14052287582,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F78",11.29636,7.40918,120,22,42,1504.10230179028,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F79",11.24194,7.29623,120,22,42,5200.2873461697,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F79",11.24194,7.29623,120,22,42,5290.14588235294,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F80",11.28899,7.41883,120,22,42,1844.02219755827,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F80",11.28899,7.41883,120,22,42,1904.22101664557,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F81",11.24581,7.27914,120,22,42,341.476640038732,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F82",11.33448,7.38633,120,22,42,2132.70588235294,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F82",11.33448,7.38633,120,22,42,5160.14867485456,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F83",11.25114,7.26777,120,22,42,1445.48319327731,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F83",11.25114,7.26777,120,22,42,2386.82251082251,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F84",11.13942,8.23532,120,22,42,981.37556561086,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F85",11.14053,8.23195,120,22,42,4971.00474176599,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F85",11.14053,8.23195,120,22,42,4641.07912668614,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F86",11.14099,8.23207,120,22,42,3733.02479338843,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F86",11.14099,8.23207,120,22,42,7952.2459452917,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F87",11.14018,8.23509,120,22,42,9408.9914945322,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F87",11.14018,8.23509,120,22,42,7597.83438035408,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F88",11.19444,8.14108,120,22,42,4548.06852471793,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F88",11.19444,8.14108,120,22,42,3455.93738755545,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F89",11.14138,8.23223,120,22,42,6059.9656082404,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F89",11.14138,8.23223,120,22,42,4945.34520507955,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F90",11.13432,8.23279,120,22,42,4134.29522752497,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F90",11.13432,8.23279,120,22,42,3791.66666666667,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F91",11.14065,8.23433,120,22,42,2119.31723027375,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F91",11.14065,8.23433,120,22,42,3743.65499008592,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F92",11.14067,8.23935,120,22,42,5504.86180014174,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F92",11.14067,8.23935,120,22,42,1030.52668316518,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F93",11.12777,8.23931,120,22,42,1904.37414669572,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F93",11.12777,8.23931,120,22,42,3732.10754919252,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F94",11.12786,8.23937,120,22,42,1145.39525283798,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F94",11.12786,8.23937,120,22,42,735.603715170279,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F95",11.13414,8.23159,120,22,42,2799.98410941801,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F95",11.13414,8.23159,120,22,42,2039.71764705882,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F96",11.13327,8.23771,120,22,42,713.396825396826,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F96",11.13327,8.23771,120,22,42,3194.50203843914,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F97",11.12484,8.23495,120,22,42,505.882352941177,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F97",11.12484,8.23495,120,22,42,653.501573468894,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F97",11.12285,8.23421,120,22,42,6650.54199845878,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F97",11.12285,8.23421,120,22,42,5617.26620139581,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F98",11.12727,8.23678,120,22,42,2629.51064186358,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F99",11.12727,8.23678,120,22,42,2330.61111111111,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F100",11.12717,8.23679,120,22,42,8530.86220789686,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F100",11.12717,8.23679,120,22,42,1963.04962208347,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F101",10.59355,8.18953,120,22,42,1794.44677231623,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F101",10.59355,8.18953,120,22,42,2871.12299465241,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F102",10.56473,8.18058,120,22,42,636.251805985552,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F102",10.56473,8.18058,120,22,42,279.694989106754,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F103",10.56343,8.18741,120,22,42,966.536898395722,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F103",10.56343,8.18741,120,22,42,989.669829222012,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F104",10.54874,8.13038,120,22,42,299.22091503268,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F104",10.54874,8.13038,120,22,42,149.490196078431,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F105",10.57152,8.17729,120,22,42,4770.16541353384,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F105",10.57152,8.17729,120,22,42,2762.16470588235,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F107",10.52754,8.50865,120,22,42,989.405405405405,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F107",10.52754,8.50865,120,22,42,2286.52319464371,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F107",10.52715,8.508783,120,22,42,5367.24731182796,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F107",10.52715,8.508783,120,22,42,4565.66743862899,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F108",10.50395,8.52375,120,22,42,4748.15086965019,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F108",10.50395,8.52375,120,22,42,2011.98312236287,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F113",10.4875,8.545867,120,22,42,4257.20900245468,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F113",10.4875,8.545867,120,22,42,3709.06789638052,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F114",10.50803,8.52864,120,22,42,1756.55614973262,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F114",10.50803,8.52864,120,22,42,1434.74692202462,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F115",10.50272,8.50559,120,22,42,1661.16236704472,"N120,P22,K42","Hybrid","Sandy Clay Loam"
"TMS_F115",10.50272,8.50559,120,22,42,2362.91376019434,"N120,P22,K42","Opv","Sandy Clay Loam"
"TMS_F117",11.3934,7.90139,120,22,42,2647.61010067908,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F117",11.3934,7.90139,120,22,42,1243.71512950859,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F118",11.3862,7.9185,120,22,42,2817.46594220017,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F118",11.3862,7.9185,120,22,42,3515.01880752301,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F119",11.31616,7.96033,120,22,42,3545.42748241581,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F119",11.31616,7.96033,120,22,42,4392.29401050037,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F120",11.31147,7.98358,120,22,42,5006.25281602002,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F120",11.31147,7.98358,120,22,42,3292.00129424707,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F121",11.32,7.9956,120,22,42,8945.7560044098,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F121",11.32,7.9956,120,22,42,7580.39170350221,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F122",11.45278,7.92364,120,22,42,8150.6943715398,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F122",11.45278,7.92364,120,22,42,7695.95061888664,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F123",11.31994,7.99636,120,22,42,3838.11574222889,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F123",11.31994,7.99636,120,22,42,4441.39223755346,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F124",11.32039,7.98585,120,22,42,6961.10278345572,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F124",11.32039,7.98585,120,22,42,9565.44309014897,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F125",11.31644,7.96478,120,22,42,274.509803921569,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F125",11.31644,7.96478,120,22,42,501.711795829443,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F126",11.32161,7.95611,120,22,42,1930.88235294118,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F126",11.32161,7.95611,120,22,42,844.389007008426,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F127",11.01584,7.89873,120,22,42,66.3424836601307,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F128",11.01435,7.89514,120,22,42,296.701626386989,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F129",11.01717,7.87684,120,22,42,6914.06208150946,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F129",11.01717,7.87684,120,22,42,2912.19386439804,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F130",11.01071,7.90639,120,22,42,3167.23311546841,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F130",11.01071,7.90639,120,22,42,3993.10204081633,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F130",11.011,7.90709,120,22,42,5673.57222757956,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F130",11.011,7.90709,120,22,42,5658.57740585774,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F131",11.055,7.84558,120,22,42,5395.06232309197,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F131",11.055,7.84558,120,22,42,3391.57535563245,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F132",11.01925,7.87734,120,22,42,4320.69448634155,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F132",11.01925,7.87734,120,22,42,3587.39869281046,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F133",11.04658,7.87486,120,22,42,1882.96875,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F133",11.04658,7.87486,120,22,42,2166.61509117266,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F134",11.0222,7.90644,120,22,42,2699.55724225174,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F134",11.0222,7.90644,120,22,42,2622.30340557276,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F135",11.0118,7.89551,120,22,42,4997.09976244107,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F135",11.0118,7.89551,120,22,42,3464.00564705882,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F136",11.0158,7.87852,120,22,42,3036.47058823529,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F136",11.0158,7.87852,120,22,42,1241.84288094323,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F137",11.015709,7.88112,120,22,42,5694.61786237189,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F137",11.015709,7.88112,120,22,42,3468.39481555334,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F138",11.05197,7.8528,120,22,42,8389.81587301587,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F138",11.05197,7.8528,120,22,42,4412.08056245303,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F139",11.01557,7.89849,120,22,42,1751.03734439834,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F139",11.01557,7.89849,120,22,42,2916.48763853367,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F140",11.00855,7.91857,120,22,42,156.862745098039,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F140",11.00855,7.91857,120,22,42,1445.10494052694,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F141",11.01627,7.88098,120,22,42,2378.42502696872,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F141",11.01627,7.88098,120,22,42,3798.64406779661,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F142",11.23952,8.38178,120,22,42,5822.6772655008,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F142",11.23952,8.38178,120,22,42,4790.76992143659,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F143",11.26851,8.37706,120,22,42,4251.29101145409,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F143",11.26851,8.37706,120,22,42,4330.73802383699,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F144",11.24061,8.42099,120,22,42,6670.61493533584,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F144",11.24061,8.42099,120,22,42,6704.78906714201,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F145",11.2376,8.36558,120,22,42,5771.1746031746,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F146",11.23856,8.37008,120,22,42,818.099547511312,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F146",11.23856,8.37008,120,22,42,3109.49494949495,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F147",11.24198,8.33391,120,22,42,3884.90016189962,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F147",11.24198,8.33391,120,22,42,4556.23184658479,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F148",11.25834,8.39448,120,22,42,2843.33979745745,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F148",11.25834,8.39448,120,22,42,3112.50345471522,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F149",11.22976,8.48014,120,22,42,2328.46613822834,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F149",11.22976,8.48014,120,22,42,2699.92592592593,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F150",11.99703,8.29185,120,22,42,3156.5139561707,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F150",11.99703,8.29185,120,22,42,3504.10011158935,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F152",11.98762,8.30378,120,22,42,4849.50389044507,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F152",11.98762,8.30378,120,22,42,5441.17156862745,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F153",11.99441,8.30174,120,22,42,1925.11229946524,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F153",11.99441,8.30174,120,22,42,2126.22222222222,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F155",11.24825,8.37213,120,22,42,2455.66535947712,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F155",11.24825,8.37213,120,22,42,1920.96174863388,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F156",11.29094,8.3742,120,22,42,1662.13298066049,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F156",11.29094,8.3742,120,22,42,412.34731095934,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F157",11.24925,8.37048,120,22,42,1049.2221789378,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F157",11.24925,8.37048,120,22,42,3291.9352011685,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F158",11.28334,8.36618,120,22,42,2607.15058650392,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F158",11.28334,8.36618,120,22,42,3074.65945853177,"N120,P22,K42","Opv","Sandy Loam"
"TMS_F159",11.27799,8.37718,120,22,42,2692.08007391438,"N120,P22,K42","Hybrid","Sandy Loam"
"TMS_F159",11.27799,8.37718,120,22,42,1969.23959827834,"N120,P22,K42","Opv","Sandy Loam"
"Pamp2010011",11.282028,8.122915,100,30,60,4084,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010021",11.310585,8.117788,100,30,60,3619,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010022",11.308888,8.125572,100,30,60,2421,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010031",11.335965,8.129422,100,30,60,1570,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010032",11.333195,8.124478,100,30,60,2092,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010033",11.332592,8.127967,100,30,60,3075,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010041",11.344723,8.119588,100,30,60,3835,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010042",11.348234,8.124414,100,30,60,3292,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010051",11.292145,8.146835,100,30,60,4839,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010052",11.288975,8.153355,100,30,60,838,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010061",11.30861,8.145503,100,30,60,1751,"N100,P30,K60","Hybrid","Sandy Loam"
"Pamp2010062",11.310172,8.151043,100,30,60,2432,"N100,P30,K60","Hybrid","Sandy Loam"
